"Comment","Author","PublishedAt","LikeCount"
"Как всегда все государства изгои и диктатура каторых вогнала в нищет, критикуют цивилизацию 🎉🎉🎉","@user-hr4on2vl6b","2024-07-27T18:39:04Z","0"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=6900"">1:55:00</a> is not the Olympics, it&#39;s Sodom and Gomorrah. France has become a haven for clowns and freaks? They seriously believe that freaks should be respected in society? Shame!","@And_X","2024-07-27T18:38:50Z","4"
"We dont support this satanic ceremonies...","@rokpogorelcnik9443","2024-07-27T18:38:45Z","5"
"It was disgusting  and very disturbing to watch .","@amf7580","2024-07-27T18:38:43Z","279"
"ტრანსგენდერების პარადი 🤢ამაზრზენია მართლა","@MsSalome5","2024-07-27T18:37:56Z","11"
"they did not talk during Gaga&#39;s performance. Why could not they give  the same courtesy to Gojira?","@tanyami9511","2024-07-27T18:37:40Z","19"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=6890"">1:54:50</a>","@alekshvala","2024-07-27T18:37:30Z","0"
"Их колбасит как солевых 😂","@TikTok-li","2024-07-27T18:37:15Z","0"
"☦️☦️✝️✝️","@andragame5337","2024-07-27T18:36:09Z","0"
"wtf... bleeeer bleeee trans to Hell!!!","@peterpallaj6682","2024-07-27T18:33:24Z","0"
"Promocja satanizmu !","@darekf84","2024-07-27T18:32:47Z","3"
"My favorite just <a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=10291"">2:51:31</a>","@OnceUponATimeNoOne","2024-07-27T18:31:27Z","0"
"This opening is a shame!","@martanagy8148","2024-07-27T18:29:51Z","2"
"Awful and insulting to all Christians around the world. I note they weren&#39;t brave enough to mock Muhammed.","@Lemonbonbon","2024-07-27T18:29:19Z","3"
"😢😢😢","@maiaberbec2237","2024-07-27T18:28:46Z","0"
"Our culture and the heritage of our ancestors are falling","@jarosaw9229","2024-07-27T18:26:59Z","10"
"A lot of esoteric symbols and associations. Obviously, the West does&#39;t see the olympic games  as the pure sports  competition.","@ljube01","2024-07-27T18:26:10Z","1"
"Why children are dancing with adults??? Very disgusting.","@margguitar5906","2024-07-27T18:25:36Z","3"
"France, you mock God and you have no idea what you brought to yourselves.  Repent before it&#39;s too late.","@margguitar5906","2024-07-27T18:24:29Z","3"
"Russia should be thankful that is not part of this ..well whatever the fk that was,  but it has nothing to do with the Olympics or sport in general","@msf47","2024-07-27T18:24:27Z","15"
"Sick people sick Olimpia 🤮🤮🤮🤮🤮🤮 ôoo","@milosmiletic970","2024-07-27T18:24:20Z","3"
"Намудрили непонятно что. Хуже открытия я ещё не видел","@borisraikhlin4836","2024-07-27T18:22:59Z","1"
"Благодаря, че показахте всички български племена","@Urantia_","2024-07-27T18:22:11Z","0"
"Türkiye ❤🤍❤","@turkishpashabey","2024-07-27T18:20:59Z","2"
"Eurovision vibes for sure. Conchita, is that you and your friends?","@ana-mariachiper6223","2024-07-27T18:20:25Z","9"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=13045"">3:37:25</a> This is Nadia Comaneci! Funny how the commentators talk about the man sitting in the background, not the woman standing and holding the torch :)","@user-uc5tc1yp9e","2024-07-27T18:20:13Z","2"
"I heard that Gojira opened for the games and I must say that I am sad that I missed it! What a banger!","@tkzsfen","2024-07-27T18:19:54Z","0"
"Конечно французы молодцы","@user-nl8ws1kn4q","2024-07-27T18:19:54Z","0"
"Je to des!!!!!!!!","@dusanmacko3746","2024-07-27T18:19:45Z","0"
"Was this much WOKE necessary, I mean there is a guy in <a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=9537"">2:38:57</a>  that his balls are shown just because he needs to wear that kind of a cloth to show he is WOKE","@ismailkeremkantar5428","2024-07-27T18:18:32Z","1"
"I can smell sulfur and decay...","@ViolaGray-z3m","2024-07-27T18:18:03Z","4"
"Succes Moldova!!!<br>Hai Moldova!!!<br>🇲🇩🇲🇩🇲🇩🇲🇩🇲🇩","@adamkareb8912","2024-07-27T18:17:51Z","7"
"I believed covid olympics was the greatest circus of the century...paris took it even further.","@MsBchoice","2024-07-27T18:17:37Z","60"
"someone invited Nurgle to be DJ there?","@ImotekhtheStormlord-tx2it","2024-07-27T18:16:59Z","0"
"Całkowity upadek europy. Brak Boga ,czczenie satanizmu","@manco77","2024-07-27T18:16:09Z","2"
"🤮","@kyriacossavoullis205","2024-07-27T18:15:43Z","2"
"Western 🐖","@milosmiletic970","2024-07-27T18:15:40Z","2"
"shame <a href=""UCkszU2WH9gy1mb0dV-11UJg/2sIfY8vIG8z96ALulYDQDQ""></a>","@user-gp9pn8ro9g","2024-07-27T18:15:38Z","3"
"Disgusting.","@urosstrnad5615","2024-07-27T18:13:50Z","5"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=293"">4:53</a> Asteriks ve Oburiks Kleopatra filmindeki laz müteahhit.","@sami-nn9fg","2024-07-27T18:13:39Z","1"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=9223"">2:33:43</a> - good moment, maybe one of the best","@user-zl6fj3ie8t","2024-07-27T18:13:36Z","0"
"Shame on you, Paris. Shame on you, France. Hate speech against Christians will hasten your downfall. We will never surrender to communism.","@simontemplar311","2024-07-27T18:13:26Z","5"
"Pure shame and, utter disgust.","@gergelygonczi3553","2024-07-27T18:13:18Z","6"
"🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿♥️","@turalquluzade3907","2024-07-27T18:12:06Z","0"
"ofc disabled thumbs :) you wont silence us","@ImotekhtheStormlord-tx2it","2024-07-27T18:11:23Z","5"
"A last supper with a guy&#39;s balls dangling out, women with beards, a naked smurf, while there&#39;s even a kid present, this is what society is becoming, we are doomed","@glorifieddisaster1582","2024-07-27T18:10:29Z","3"
"The remix of Cerrone&#39;s Supernature song!! I liked it so much!!!!","@justachameleon253","2024-07-27T18:09:53Z","1"
"I&#39;m not sure why people are so angry about it, for me it has been a beautiful ceremony. The fact they sing &quot;Imagine&quot; after the &quot;controversial&quot; performance is super super cool. In my opinion it is trying to convey diversity and tolerance, to be together... just imagine.","@edsonalcala","2024-07-27T18:08:48Z","4"
"why comments are english not french","@silvaagajaniantsi9616","2024-07-27T18:06:41Z","1"
"2.18.01 Türkiye 🇹🇷","@NaomChomsky","2024-07-27T18:04:20Z","0"
"Such a shame. Sorry to all Christians","@souvlauniverse3592","2024-07-27T18:03:39Z","5"
"Disgusting, totally disrespectful.","@margguitar5906","2024-07-27T18:03:19Z","5"
"No longer France,republic of 3worlds","@WyczynX","2024-07-27T18:01:37Z","4"
"Trash. Check London 2012 opening and awaken your memory of what the opening of the Olympic Games should look like in a country with a rich history","@MrWhite-yw5ig","2024-07-27T18:00:51Z","5"
"Baba z brodą nawet była!","@gangliozyd","2024-07-27T18:00:09Z","2"
"A banquet table?! Nobody thought I was a table. But they made sure to emphasize, yeah itS a table. We doing exactly what y&#39;all think we doing. Mocking Christianity.","@JohnDoe-xd2cd","2024-07-27T17:59:32Z","4"
"This was gorgeous","@TheDominionOfElites","2024-07-27T17:58:03Z","3"
"LGBT RTV AGD","@gangliozyd","2024-07-27T17:57:38Z","2"
"Where is Dalida, Joe Dassin, Patricia Carli , EDITH PIAF tributes! They created hits and become worlwide... Marie Myriam is your latest Eurovision winner but you let Celine Dion, who represented Switzerland. What a mediocre selection of musics.... It was terrible. Lady GAGA İ CAN&#39;T BELIEVE HOW SHE COULDN&#39;T DO DALIDA TRIBUTE.... It was one of the worst opening ceremony in history...","@emre-s2h","2024-07-27T17:57:35Z","1"
"super 🍒","@zeljkomoharic8113","2024-07-27T17:55:59Z","1"
"When you have a singer not from your country sing at the opening of the Olympic Games, you are a second-class country. I naver saw at England, USA, Russia","@MrWhite-yw5ig","2024-07-27T17:54:18Z","3"
"I could have been born in many other decades... unlucky for me.","@ozcanarslan266","2024-07-27T17:54:05Z","5"
"And I heard a voice in the midst of the four beasts<br>And I looked, and behold a pale horse<br>And his name that sat on him was death, and hell followed with him","@AP_Eire","2024-07-27T17:53:51Z","4"
"The puritans are going nuts in comment section 😂🤣😂🤣😂🤣😂","@truthismycause2800","2024-07-27T17:53:04Z","3"
"Bravo France, salut d&#39;Arménie. 🇫🇷🇦🇲","@user-nk9hr9hr7t","2024-07-27T17:51:11Z","1"
"The French olympic games opening ceremony is awful &amp; sic. Does it represents the whole French nation (?). Shame.","@xgorex4218","2024-07-27T17:49:16Z","3"
"Disgusting","@dewu9014","2024-07-27T17:48:44Z","3"
"👏👏👏","@borisplavic5228","2024-07-27T17:47:13Z","1"
"France was built on Christian values, and abolished them. Well, organizers, you certainly had balls to mock Jesus, I’m eager to see you try with Mohammed. Shameful and disgraceful. I hope French citizens are above this.","@xwdarchitect","2024-07-27T17:46:17Z","3"
"Тhe first seal is open","@IYI115","2024-07-27T17:45:45Z","2"
"J&#39;espère que beaucoup ont déjà compris que le LGBT est une conséquence de la perversion de la nature de l&#39;existence par les satanistes occidentaux, ils ne se cachent même pas, toute la symbolique est visible. Regardez cela et posez-vous la question : dans quel monde vivront vos enfants ? Comprenez-vous où se trouve le véritable mal ?","@inemus","2024-07-27T17:45:26Z","5"
"Україна <a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=8346"">2:19:06</a>🇺🇦","@filip11filip17","2024-07-27T17:45:22Z","0"
"the worst opening ceremony (if i can call it that way)","@xgeorgiou6407","2024-07-27T17:45:11Z","3"
"2hrs 39mins in  ...what the hell is this filth ?","@user-jc4gg1gy9g","2024-07-27T17:45:03Z","2"
"Thats pretty stupid opening ceremony for olmpics. İts like eurovision party etc.","@scenicnature4k","2024-07-27T17:44:29Z","2"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=12940"">3:35:40</a> Nice piece of music right there. <br>The mysterious masked torch bearer still fascinate me! 😀","@Celta81","2024-07-27T17:44:13Z","1"
"It&#39;s banned &quot;booo&quot; to israel. Goverments don&#39;t but every good people hates terrorist israel state","@BuTel-c2u","2024-07-27T17:43:48Z","1"
"dislike button disabled by owner???:D","@erikErlan","2024-07-27T17:43:29Z","2"
"Azerbaijan is stunning ❤ good luck","@sevabakirova914","2024-07-27T17:43:24Z","1"
"The concept  : Paris (and the Western world)  =  Sodom and Gomorrah","@bulcsuvezer9378","2024-07-27T17:42:52Z","1"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=9522"">https://youtu.be/j-Ou-ggS718?t=9522</a>     my worst nightmare","@zivotnakawe4019","2024-07-27T17:42:47Z","0"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=6891"">1:54:51</a> best moment","@BLACKBOX21e8","2024-07-27T17:42:20Z","0"
"Why did they turned the olympic games from sports to lgbtq woke crap?","@bonanza12345","2024-07-27T17:42:10Z","1"
"it just wasn&#39;t a good opening ceremony. a mish-mash of different ideas that just didn&#39;t make any sense.","@mariuspuiu9555","2024-07-27T17:41:29Z","0"
"Amazing performance all around. Great job France","@rawone9267","2024-07-27T17:40:35Z","2"
"pathologie","@aeroponika1","2024-07-27T17:38:39Z","4"
"Disgusting. Woke to the lowest levels. France has perished.","@KenLives333","2024-07-27T17:38:03Z","2"
"what the song <a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=14741"">4:05:41</a> ?","@mediaphone7934","2024-07-27T17:36:54Z","0"
"İt is a LGBT’s propogandas🤮","@alisirinov-","2024-07-27T17:35:15Z","2"
"pourquoi la propagande LGBT doit-elle être incluse dans tout ? il n&#39;y a pas un leader normal en France qui dirait que ça suffit ?? Les Jeux olympiques, que le monde entier allait regarder, doivent être considérés comme une plaisanterie. Peu importe qui passe sa vie intime avec qui et comment. Mais ces propagandistes LBGT doivent gâcher le plaisir des autres à chaque événement ! RÉVEILLER LES GENS. Ce n’est pas normal. La grande démocratie vous est-elle montée à la cervelle ? ou la démocratie seulement en mots, c&#39;est de la folie, pas de la démocratie et de la diversité","@1972Tamas","2024-07-27T17:35:04Z","4"
"Disgusting","@Luka06000","2024-07-27T17:34:10Z","0"
"seems french have terrible taste in everything","@solonaskypros3263","2024-07-27T17:33:32Z","1"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=3842"">1:04:02</a> <b>*Kim Jong-un smiles like never before*</b>","@KoichiFirst8092","2024-07-27T17:32:21Z","0"
"The hunger games....","@muamerazahic1906","2024-07-27T17:32:13Z","3"
"I can&#39;t believe what i have just seen... 👀👀👀👀👀👀👀👀 Speachless...","@clarisfatadinvis6170","2024-07-27T17:31:35Z","2"
"totalny kicz  tandeta obciach taki repertuar dla plebsu beznadzieja","@mistermiau9949","2024-07-27T17:31:03Z","1"
"Україна на <a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=8345"">2:19:05</a> 🇺🇦","@user-mh8pl1ji4o","2024-07-27T17:30:21Z","0"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=9526"">2:38:46</a> the 4th guy from the left has his balls casually hanging outside his underwear","@David-oe7cc","2024-07-27T17:30:06Z","2"
"🇹🇷🇯🇵🇰🇿🇺🇿🇰🇷🇦🇿🇰🇬🇹🇲🇭🇺🇲🇰🇵🇰🇽🇰🇹🇷🦾🦿","@KaniFatihTurhan","2024-07-27T17:30:03Z","1"
"Worst opening ceremony, in the history of Olympic games.","@JukkaRamo","2024-07-27T17:29:25Z","4"
"I wish the comentators would just shut up when artists are performing. No one would rather hear pointless comments over the music.","@evans32","2024-07-27T17:29:03Z","56"
"<a href=""https://www.youtube.com/watch?v=j-Ou-ggS718&amp;t=8265"">2:17:45</a> 🇹🇷❤️","@tugcekahraman6494","2024-07-27T17:28:53Z","4"
"❤Respect și felicitări...!❤❤❤","@leontinpopa5654","2024-07-27T17:28:48Z","0"
